IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
ce17006bf6339af9a52d35da54a737943be89f40	PF20073:IPR045529-PF13086:IPR041677-PF13086:IPR041677-PF13087:IPR041679-PF00580:IPR014016-PF13361:IPR014017	9	A0A396GMG4	2761	PF20073{DUF6469}:IPR045529{DUF6469}[88-221],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[262-380],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[551-626],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[635-826],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1335-1429],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1564-1654]
002ed9de0b8d6d691bc2a5fca762e4876aaefd11	PF00580:IPR014016-PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017	8	A0A2E8Q0I3	519	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[38-80],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[135-197],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[232-335],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[430-482]
0ec51ab6dda72feb933742a542c6a68dfcd3d209	PF00580:IPR014016-PF13361:IPR014017-PF09382:IPR018982	8	A0A0J1GAH5	1127	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[138-602],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[735-809],PF09382{RQC}:IPR018982{RQC_domain}[999-1091]
275d8559084d9f7f5d59a569eaad19d7c22f1bdb	PF00023:IPR002110-PF00580:IPR014016	8	A0A210QJ10	3220	PF00023{Ank}:IPR002110{Ankyrin_rpt}[252-288],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1947-2033]
2d8246d4794a62b5d108977af05810418d399a3d	PF00580:IPR014016-PF13361:IPR014017-PF01935:IPR002789	8	U3APN0	979	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[75-268],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[384-492],PF01935{DUF87}:IPR002789{HerA_central}[628-837]
665c007166a2238a5c4d59236edc432d65ed97f1	PF00580:IPR014016-PF13361:IPR014017-PF08797:IPR014905	8	A0A1Z5HDT5	721	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[100-366],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[491-567],PF08797{HIRAN}:IPR014905{HIRAN}[602-694]
6ebae27c570ecf2220d97988424c44989630b736	PF13087:IPR041679-PF00580:IPR014016-PF13361:IPR014017	8	A0A0K9Q153	1898	PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[27-168],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[661-745],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[886-969]
af3e212c540839137828bde2cec58ab23cfb0d4a	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF18974:IPR043764	8	A0A1M5WWZ4	714	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[19-106],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[346-438],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[573-629],PF18974{DUF5710}:IPR043764{DUF5710}[669-712]
0b88676dc30a913eaabfae0f51da3ed1924abadd	PF00580:IPR014016-PF00580:IPR014016-PF12705:IPR038726	7	A0A1X6XL36	1158	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[4-177],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[346-443],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[1004-1138]
1471600b4b87b76b98964900eb9b29e63321a39b	PF00271:IPR001650-PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017	7	A0A368P5W4	1296	PF00271{Helicase_C}:IPR001650{Helicase_C-like}[47-149],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[661-761],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[762-830],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[858-954],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1001-1137]
223b01b13fae6f841a6bcd22a58254579cb170af	PF04480:IPR007569-PF00580:IPR014016-PF13361:IPR014017	7	A0A956ZEM7	1173	PF04480{DUF559}:IPR007569{DUF559}[202-292],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[326-588],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[598-929]
2da1fa0ed0b8e612dba01d564ceb2a4e6f4a7dca	PF20073:IPR045529-PF13086:IPR041677-PF13087:IPR041679-PF13087:IPR041679-PF00580:IPR014016	7	A0A2U1LD11	2309	PF20073{DUF6469}:IPR045529{DUF6469}[86-157],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[179-503],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[512-583],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[590-672],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1083-1172]
391ed4bc7cd841a3ff6c659e55412479ee33ae24	PF00580:IPR014016-PF00580:IPR014016-PF01396:IPR013498-PF01396:IPR013498	7	B3GYY4	954	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[196-360],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[448-637],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[853-876],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[915-939]
69a340f1505b46ef2b02605a2524c4a65e7dd09b	PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF01553:IPR002123	7	A0A1M5JNN3	719	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[10-102],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[128-257],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[262-370],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[373-451],PF01553{Acyltransferase}:IPR002123{Plipid/glycerol_acylTrfase}[551-664]
7d2b556617068b20b12c653885868e07dabc0159	PF13245-PF00580:IPR014016-PF13361:IPR014017-PF12705:IPR038726	7	O51578	1169	PF13245{AAA_19}[4-95],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[225-418],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[427-824],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[923-1126]
dae50372db6c90b1c1b257d6df9eca8be5da8cf9	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF01396:IPR013498-PF01396:IPR013498-PF01396:IPR013498	7	A0A0F9KEW4	931	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[110-559],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[566-668],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[675-747],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[795-829],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[849-882],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[889-923]
dcf51875de7b917339163fea43de3e3abe74ff66	PF20073:IPR045529-PF13086:IPR041677-PF00580:IPR014016	7	M8B4G1	2446	PF20073{DUF6469}:IPR045529{DUF6469}[100-203],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[251-604],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1085-1174]
e316ea6598161b42a95e4bb161fb14c41d23d263	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF13361:IPR014017-PF21196	7	A3TZA4	862	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[31-295],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[300-367],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[448-533],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[606-714],PF21196{PcrA_UvrD_tudor}[815-853]
fea133391bf95d7063120f09297994d466a0fe14	PF09382:IPR018982-PF00580:IPR014016-PF13361:IPR014017	7	A0A8T4MH62	624	PF09382{RQC}:IPR018982{RQC_domain}[10-104],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[146-420],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[519-603]
2876ecb5d519f5c44f73d61e9edcebc0219bd5d0	PF00580:IPR014016-PF09382:IPR018982	6	F7KG42	1101	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[135-600],PF09382{RQC}:IPR018982{RQC_domain}[988-1093]
548eb13d21afa1dc18fc5187975600aaf3819980	PF00580:IPR014016-PF00580:IPR014016-PF01443:IPR027351	6	A0A0B8QKB5	508	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[11-78],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[148-219],PF01443{Viral_helicase1}:IPR027351{(+)RNA_virus_helicase_core_dom}[368-475]
5cb57474024877e36df91fb750a9b81645b24c37	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF12073:IPR021938	6	A0A1F9M2A7	736	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[30-297],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[303-454],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[533-622],PF12073{DUF3553}:IPR021938{DUF3553}[689-735]
7e34d7915777b368a62158be3888caa53444fbdf	PF05183:IPR007855-PF00580:IPR014016-PF13086:IPR041677-PF13087:IPR041679	6	A0A2K0TJH1	1760	PF05183{RdRP}:IPR007855{RNA-dep_RNA_pol_euk-typ}[68-595],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1316-1428],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[1432-1503],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[1512-1732]
b83c238a33dbcaedffff67228b27134a2164adff	PF00580:IPR014016-PF00580:IPR014016-PF09382:IPR018982	6	D4LVZ5	1125	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[136-284],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[405-600],PF09382{RQC}:IPR018982{RQC_domain}[1009-1093]
b98206f1d89cf0e6365f81f929b8cb1979feb240	PF00580:IPR014016-PF13361:IPR014017-PF03133:IPR004344	6	A0A024WWV2	1789	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[38-501],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[719-820],PF03133{TTL}:IPR004344{TTL/TTLL_fam}[1438-1731]
baa19cd52bd5b0c65e91dd10a15d77eafec3bb1b	PF08144:IPR012959-PF00580:IPR014016-PF13361:IPR014017	6	A0A4T0MDI0	1506	PF08144{CPL}:IPR012959{CPL_dom}[418-547],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[676-928],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[933-1298]
d789434d0522bcb8a3171a635dd188f844e30ead	PF20073:IPR045529-PF13086:IPR041677-PF00580:IPR014016-PF13361:IPR014017	6	A0A022Q9D3	2517	PF20073{DUF6469}:IPR045529{DUF6469}[81-210],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[247-598],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[834-1151],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1291-1378]
096dfc2c65ac26b2881f0bdc094ef28da78a3f0b	PF00580:IPR014016-PF13361:IPR014017-PF12705:IPR038726-PF13646	5	T2GI34	1160	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[7-274],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[279-643],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[699-917],PF13646{HEAT_2}[959-1016]
2768f29f3557c8a097dffe16ddf2362cc733dad1	PF12705:IPR038726-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF12705:IPR038726	5	A0A2J7VYJ4	1958	PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[590-840],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[894-1332],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1435-1534],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1646-1743],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[1801-1937]
4b5bda646ad2618981b6f1a7b6032aee1b7e7532	PF20073:IPR045529-PF00580:IPR014016-PF13361:IPR014017	5	A0A1R3GRJ5	911	PF20073{DUF6469}:IPR045529{DUF6469}[171-295],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[457-544],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[681-769]
52bbd05c52077ef6228f0395cfd2d70ff6988043	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF13588:IPR029464	5	A0A174DWA1	655	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[3-284],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[308-412],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[414-488],PF13588{HSDR_N_2}:IPR029464{HSDR_N}[536-642]
57c8dd1d9bf474b04beb0edb456c8ddc99fdfe03	PF00580:IPR014016-PF01930:IPR022765	5	A0A088F356	1123	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[10-456],PF01930{Cas_Cas4}:IPR022765{Dna2/Cas4_DUF83}[1054-1122]
5e682e44c280fdcb9ba900e238d2353a41993d60	PF00580:IPR014016-PF13361:IPR014017-PF17263:IPR035242	5	A0A7Y2TR18	780	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[8-268],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[274-611],PF17263{DUF5329}:IPR035242{DUF5329}[689-778]
81d0aab66306aab2115190e02de16e8aacc93018	PF05016:IPR007712-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017	5	A0A1W9Q4W4	699	PF05016{ParE_toxin}:IPR007712{RelE/ParE_toxin}[9-87],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[221-482],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[503-601],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[611-681]
83a1227f622f8346b182d118b2002b18c9c10785	PF09382:IPR018982-PF00580:IPR014016-PF13361:IPR014017-PF00570:IPR002121	5	A0A1G1XW70	734	PF09382{RQC}:IPR018982{RQC_domain}[5-111],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[146-418],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[519-605],PF00570{HRDC}:IPR002121{HRDC_dom}[666-731]
b6fa5382f709262777fae86d3b79c22a4f42ff37	PF00646:IPR001810-PF00580:IPR014016-PF13538:IPR027785	5	A0A0L8GF91	1110	PF00646{F-box}:IPR001810{F-box_dom}[319-359],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[750-795],PF13538{UvrD_C_2}:IPR027785{UvrD-like_helicase_C}[975-1019]
c1d3015d467db7ae9708fcafdc56aca7b4644224	PF00270:IPR011545-PF00271:IPR001650-PF00580:IPR014016-PF13538:IPR027785	5	B6BL54	1596	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[275-449],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[487-594],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[1040-1148],PF13538{UvrD_C_2}:IPR027785{UvrD-like_helicase_C}[1421-1468]
f571b6974ec11513c103900b70920232b513ab9b	PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017-PF18974:IPR043764	5	A0A3G8GIH3	715	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[7-92],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[230-278],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[567-627],PF18974{DUF5710}:IPR043764{DUF5710}[664-707]
fbb5b2974bb5fe2a34f789b9594bc0ce562754b2	PF00642:IPR000571-PF00580:IPR014016-PF13086:IPR041677-PF13087:IPR041679-PF07145:IPR009818	5	A0A5F9C5V4	1899	PF00642{zf-CCCH}:IPR000571{Znf_CCCH}[139-163],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[601-710],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[720-791],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[799-1008],PF07145{PAM2}:IPR009818{PAM2_motif}[1054-1069]
05a66af02856cd2190ca5ead90d8ae0828d9643a	PF08378:IPR011528-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF12705:IPR038726	4	H1YX80	1332	PF08378{NERD}:IPR011528{NERD}[18-112],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[303-562],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[566-680],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[767-908],PF12705{PDDEXK_1}:IPR038726{PDDEXK_AddAB-type}[958-1183]
0c8ecd64879c5cea134883b127acbbcda5eab8c4	PF05016:IPR007712-PF00580:IPR014016	4	A0A2N5JLM6	311	PF05016{ParE_toxin}:IPR007712{RelE/ParE_toxin}[6-82],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[220-307]
14475a99159fb5aa449787ffc55c9663c15a5a2c	PF13604-PF00580:IPR014016-PF13361:IPR014017	4	E6QMZ9	488	PF13604{AAA_30}[30-98],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[200-244],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[357-472]
32f7a0589a741f1500eb61b37311aa04a4959470	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF03133:IPR004344	4	W4IU36	1821	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[38-500],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[718-818],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[870-1430],PF03133{TTL}:IPR004344{TTL/TTLL_fam}[1470-1763]
4bbf021c55e14984c4ca1efa4bea95d138bdbbba	PF00580:IPR014016-PF04480:IPR007569-PF13361:IPR014017	4	A0A1W1W1B2	1380	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[10-467],PF04480{DUF559}:IPR007569{DUF559}[630-737],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[1006-1130]
5aad672e35b313f22cf8914584974eddd9755770	PF00176:IPR000330-PF00271:IPR001650-PF00580:IPR014016	4	A0A327U0J9	9466	PF00176{SNF2-rel_dom}:IPR000330{SNF2_N}[842-1167],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1368-1431],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[7014-7250]
6f1d1258cd5f6f0ef855ff66f954d5600114e45f	PF00580:IPR014016-PF01396:IPR013498-PF01396:IPR013498	4	A0A2N0X498	970	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[189-632],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[862-893],PF01396{zf-C4_Topoisom}:IPR013498{Topo_IA_Znf}[925-949]
70fe69eafd4939e002aa6d3a3ea56ea03f964996	PF00069:IPR000719-PF00580:IPR014016	4	A0A7C2RJJ1	361	PF00069{Pkinase}:IPR000719{Prot_kinase_dom}[13-273],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[328-361]
7a8ac1b2aa343c74c9416499354c524ccad34908	PF00580:IPR014016-PF13245-PF13361:IPR014017	4	A0A2J9PK82	1287	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[22-292],PF13245{AAA_19}[370-477],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[500-919]
854ffe350b924755759ff183260c37b3bab9fbc2	PF04851:IPR006935-PF00580:IPR014016-PF13361:IPR014017	4	A0A1F0TLC6	394	PF04851{ResIII}:IPR006935{Helicase/UvrB_N}[8-93],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[101-143],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[299-358]
89aa67db94221e28f47607b461737cb7f3a1c6d6	PF13263-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017	4	D6Y9Z7	1089	PF13263{PHP_C}[216-254],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[498-743],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[749-885],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[951-1042]
a9fdd4257141d0ea93b02ae84a6c118b700c3202	PF00646:IPR001810-PF00580:IPR014016	4	A0A8J5CXM5	727	PF00646{F-box}:IPR001810{F-box_dom}[120-161],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[394-631]
b57a849be485d1e670619741bf6a5b4039abcdba	PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017-PF00929:IPR013520-PF13361:IPR014017	4	A0A1Q7E863	936	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[8-117],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[146-242],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[247-376],PF00929{RNase_T}:IPR013520{Exonuclease_RNaseT/DNA_pol3}[548-701],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[816-905]
beceace9a9d66e88f3fec866c2c6c38d9bd7fe71	PF00575:IPR003029-PF00270:IPR011545-PF00271:IPR001650-PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017	4	A0A3L7ZKT2	2984	PF00575{S1}:IPR003029{S1_domain}[80-149],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[1421-1600],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1665-1782],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[2313-2403],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[2423-2484],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[2757-2827]
cf043ea7d736ac43463c69fb5083255523264c44	PF04480:IPR007569-PF00580:IPR014016-PF13361:IPR014017-PF12773:IPR025874	4	A0A2W4I8U1	2066	PF04480{DUF559}:IPR007569{DUF559}[206-296],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[330-586],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[601-928],PF12773{DZR}:IPR025874{DZR}[1960-2006]
e6cc431ac5aceb839b184e045db8904f9a23eb08	PF01844:IPR002711-PF00580:IPR014016-PF13361:IPR014017	4	A0A7S3JUU6	882	PF01844{HNH}:IPR002711{HNH}[115-149],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[183-466],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[472-847]
031bd7267961e6ffc92cccd5bb9b93862f15d481	PF21634:IPR049080-PF00580:IPR014016-PF13086:IPR041677-PF13087:IPR041679	3	A0A4C1VMT4	727	PF21634{MOV-10_beta-barrel}:IPR049080{MOV-10-like_beta-barrel}[129-201],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[282-336],PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[375-465],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[493-690]
0bfedb5fe6d870cbc58bfbb263d10b9838f7da31	PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF00291:IPR001926	3	R9P4J7	1451	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[50-335],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[342-611],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[750-851],PF00291{PALP}:IPR001926{TrpB-like_PALP}[1108-1353]
14862a861e5874837583b1f02c9b8d518e07f9f4	PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017-PF00570:IPR002121	3	R7CYC3	985	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[33-159],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[327-496],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[630-703],PF00570{HRDC}:IPR002121{HRDC_dom}[914-980]
15986079c9fbb9995b93c24aad2d99a17df85f42	PF00580:IPR014016-PF00929:IPR013520-PF13361:IPR014017	3	A0A7Y5PAS6	964	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[4-248],PF00929{RNase_T}:IPR013520{Exonuclease_RNaseT/DNA_pol3}[577-725],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[836-940]
3081d68761933b440edc79ed38015758ed14e3f1	PF00580:IPR014016-PF00580:IPR014016-PF13361:IPR014017-PF13361:IPR014017-PF00929:IPR013520	3	A0A1V0SDG5	1107	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[67-159],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[183-242],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[250-345],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[349-433],PF00929{RNase_T}:IPR013520{Exonuclease_RNaseT/DNA_pol3}[916-1096]
315d56054e864f4c22cdc0080d18eca8ad13ab50	PF14528:IPR004860-PF00580:IPR014016-PF13361:IPR014017	3	A0A1V5RW74	1246	PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[238-298],PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[384-589],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[903-1224]
37689150d7dda84f9dcf1366bcf373a73b962d1b	PF00580:IPR014016-PF13361:IPR014017-PF04734:IPR031329-PF17048:IPR031331	3	A0A2C5ZAG1	1628	PF00580{UvrD-helicase}:IPR014016{UvrD-like_ATP-bd}[9-262],PF13361{UvrD_C}:IPR014017{DNA_helicase_UvrD-like_C}[269-633],PF04734{Ceramidase_alk}:IPR031329{NEUT/ALK_ceramidase_N}[939-1461],PF17048{Ceramidse_alk_C}:IPR031331{NEUT/ALK_ceramidase_C}[1465-1627]
